zone_id,timestamp,consumption_kwh,temperature_c,humidity_percent
Zone_9,2025-01-17 05:00:00,2.68,28.8,49.7
Zone_10,2025-01-17 05:00:00,1.96,34.4,67.7
Zone_1,2025-01-17 06:00:00,1.33,21.2,69.4
Zone_2,2025-01-17 06:00:00,1.64,19.9,44.1
Zone_3,2025-01-17 06:00:00,1.27,30.3,64.0
Zone_4,2025-01-17 06:00:00,2.88,23.8,71.8
Zone_5,2025-01-17 06:00:00,1.91,24.3,75.3
Zone_6,2025-01-17 06:00:00,1.76,24.2,52.7
Zone_7,2025-01-17 06:00:00,2.04,24.1,67.0
Zone_8,2025-01-17 06:00:00,2.64,25.6,44.4
Zone_9,2025-01-17 06:00:00,1.97,26.6,57.3
Zone_10,2025-01-17 06:00:00,0.94,24.1,66.7
Zone_1,2025-01-17 07:00:00,1.88,34.7,82.9
Zone_2,2025-01-17 07:00:00,3.08,25.5,40.7
Zone_3,2025-01-17 07:00:00,3.9,25.1,53.9
Zone_4,2025-01-17 07:00:00,3.0,21.3,59.5
Zone_5,2025-01-17 07:00:00,4.02,31.3,67.3
Zone_6,2025-01-17 07:00:00,3.32,22.3,51.7
Zone_7,2025-01-17 07:00:00,2.42,32.1,66.7
Zone_8,2025-01-17 07:00:00,3.19,23.3,68.2
Zone_9,2025-01-17 07:00:00,3.74,31.3,53.3
Zone_10,2025-01-17 07:00:00,3.56,27.3,64.0
Zone_1,2025-01-17 08:00:00,2.67,28.5,50.9
Zone_2,2025-01-17 08:00:00,3.15,23.5,64.3
Zone_3,2025-01-17 08:00:00,2.84,25.7,55.5
Zone_4,2025-01-17 08:00:00,3.85,15.6,49.8
Zone_5,2025-01-17 08:00:00,3.31,24.7,43.8
Zone_6,2025-01-17 08:00:00,3.05,22.4,62.4
Zone_7,2025-01-17 08:00:00,2.9,26.1,74.1
Zone_8,2025-01-17 08:00:00,2.54,22.6,63.6
Zone_9,2025-01-17 08:00:00,2.63,22.0,60.1
Zone_10,2025-01-17 08:00:00,2.9,21.2,68.8
Zone_1,2025-01-17 09:00:00,3.51,16.5,73.6
Zone_2,2025-01-17 09:00:00,2.42,30.5,51.0
Zone_3,2025-01-17 09:00:00,2.33,27.2,63.9
Zone_4,2025-01-17 09:00:00,3.65,23.0,62.4
Zone_5,2025-01-17 09:00:00,3.32,32.2,63.8
Zone_6,2025-01-17 09:00:00,4.08,22.9,52.4
Zone_7,2025-01-17 09:00:00,4.21,24.7,54.7
Zone_8,2025-01-17 09:00:00,2.77,27.6,51.4
Zone_9,2025-01-17 09:00:00,3.1,26.7,59.3
Zone_10,2025-01-17 09:00:00,3.38,31.0,79.0
Zone_1,2025-01-17 10:00:00,2.86,18.9,59.6
Zone_2,2025-01-17 10:00:00,2.55,23.0,66.0
Zone_3,2025-01-17 10:00:00,3.28,27.8,45.6
Zone_4,2025-01-17 10:00:00,3.19,23.9,63.4
Zone_5,2025-01-17 10:00:00,4.08,30.4,75.8
Zone_6,2025-01-17 10:00:00,3.37,30.0,64.8
Zone_7,2025-01-17 10:00:00,2.89,26.5,75.7
Zone_8,2025-01-17 10:00:00,2.68,16.0,79.9
Zone_9,2025-01-17 10:00:00,3.94,25.9,58.5
Zone_10,2025-01-17 10:00:00,3.21,29.1,69.7
Zone_1,2025-01-17 11:00:00,2.84,37.2,58.9
Zone_2,2025-01-17 11:00:00,3.23,20.6,61.3
Zone_3,2025-01-17 11:00:00,3.48,26.6,69.1
Zone_4,2025-01-17 11:00:00,3.35,33.3,55.0
Zone_5,2025-01-17 11:00:00,2.28,19.0,59.8
Zone_6,2025-01-17 11:00:00,2.88,23.5,78.2
Zone_7,2025-01-17 11:00:00,2.09,29.3,58.7
Zone_8,2025-01-17 11:00:00,3.8,27.2,72.9
Zone_9,2025-01-17 11:00:00,2.37,21.6,66.0
Zone_10,2025-01-17 11:00:00,1.93,23.8,70.0
Zone_1,2025-01-17 12:00:00,3.11,25.6,56.0
Zone_2,2025-01-17 12:00:00,1.79,18.7,58.9
Zone_3,2025-01-17 12:00:00,3.82,24.3,47.4
Zone_4,2025-01-17 12:00:00,2.53,14.4,56.4
Zone_5,2025-01-17 12:00:00,3.12,34.2,68.7
Zone_6,2025-01-17 12:00:00,2.69,24.7,56.8
Zone_7,2025-01-17 12:00:00,2.85,28.1,68.6
Zone_8,2025-01-17 12:00:00,2.53,25.9,53.2
Zone_9,2025-01-17 12:00:00,2.48,23.0,67.0
Zone_10,2025-01-17 12:00:00,2.87,29.6,56.1
Zone_1,2025-01-17 13:00:00,2.91,22.9,54.6
Zone_2,2025-01-17 13:00:00,3.48,23.6,51.8
Zone_3,2025-01-17 13:00:00,2.93,19.8,74.6
Zone_4,2025-01-17 13:00:00,3.38,26.1,59.0
Zone_5,2025-01-17 13:00:00,1.99,30.6,85.1
Zone_6,2025-01-17 13:00:00,2.78,25.6,81.0
Zone_7,2025-01-17 13:00:00,2.77,20.5,49.7
Zone_8,2025-01-17 13:00:00,2.2,21.2,61.1
Zone_9,2025-01-17 13:00:00,2.5,18.3,44.8
Zone_10,2025-01-17 13:00:00,3.46,21.7,70.9
Zone_1,2025-01-17 14:00:00,2.21,22.8,69.0
Zone_2,2025-01-17 14:00:00,3.96,27.6,70.7
Zone_3,2025-01-17 14:00:00,2.86,27.0,54.8
Zone_4,2025-01-17 14:00:00,3.0,26.3,59.9
Zone_5,2025-01-17 14:00:00,2.63,22.5,61.7
Zone_6,2025-01-17 14:00:00,3.25,11.8,74.4
Zone_7,2025-01-17 14:00:00,3.89,36.2,51.8
Zone_8,2025-01-17 14:00:00,2.84,40.3,56.6
Zone_9,2025-01-17 14:00:00,2.79,25.7,93.6
Zone_10,2025-01-17 14:00:00,3.7,15.7,69.0
Zone_1,2025-01-17 15:00:00,3.29,28.0,74.8
Zone_2,2025-01-17 15:00:00,3.32,31.0,57.1
Zone_3,2025-01-17 15:00:00,3.89,31.0,61.3
Zone_4,2025-01-17 15:00:00,3.44,35.8,79.2
Zone_5,2025-01-17 15:00:00,3.82,30.4,57.8
Zone_6,2025-01-17 15:00:00,2.98,29.9,72.6
Zone_7,2025-01-17 15:00:00,4.05,26.6,57.0
Zone_8,2025-01-17 15:00:00,2.75,21.0,43.5
Zone_9,2025-01-17 15:00:00,3.19,21.9,58.1
Zone_10,2025-01-17 15:00:00,2.46,25.0,53.7
Zone_1,2025-01-17 16:00:00,2.87,25.5,77.6
Zone_2,2025-01-17 16:00:00,2.42,28.8,59.7
Zone_3,2025-01-17 16:00:00,2.38,22.4,60.8
Zone_4,2025-01-17 16:00:00,2.64,30.1,61.8
Zone_5,2025-01-17 16:00:00,1.8,24.0,62.5
Zone_6,2025-01-17 16:00:00,3.01,28.0,75.2
Zone_7,2025-01-17 16:00:00,3.09,17.3,66.8
Zone_8,2025-01-17 16:00:00,1.8,30.2,74.8
Zone_9,2025-01-17 16:00:00,3.04,40.3,42.5
Zone_10,2025-01-17 16:00:00,4.03,20.6,52.5
Zone_1,2025-01-17 17:00:00,2.22,24.6,57.4
Zone_2,2025-01-17 17:00:00,3.31,29.8,54.0
Zone_3,2025-01-17 17:00:00,3.4,25.0,69.1
Zone_4,2025-01-17 17:00:00,3.51,26.7,55.6
Zone_5,2025-01-17 17:00:00,2.56,27.1,54.0
Zone_6,2025-01-17 17:00:00,2.34,26.3,71.3
Zone_7,2025-01-17 17:00:00,2.51,21.3,47.3
Zone_8,2025-01-17 17:00:00,3.36,28.6,61.4
Zone_9,2025-01-17 17:00:00,3.5,27.3,42.7
Zone_10,2025-01-17 17:00:00,2.58,17.4,48.1
Zone_1,2025-01-17 18:00:00,3.88,26.8,72.8
Zone_2,2025-01-17 18:00:00,4.33,24.8,61.6
Zone_3,2025-01-17 18:00:00,4.44,24.9,60.8
Zone_4,2025-01-17 18:00:00,4.99,28.4,41.9
Zone_5,2025-01-17 18:00:00,3.64,25.9,60.4
Zone_6,2025-01-17 18:00:00,4.89,32.9,46.3
Zone_7,2025-01-17 18:00:00,4.7,23.5,75.6
Zone_8,2025-01-17 18:00:00,3.8,24.9,54.4
Zone_9,2025-01-17 18:00:00,3.62,22.9,88.0
Zone_10,2025-01-17 18:00:00,3.86,26.9,63.9
Zone_1,2025-01-17 19:00:00,3.78,27.8,72.6
Zone_2,2025-01-17 19:00:00,5.08,21.9,49.7
Zone_3,2025-01-17 19:00:00,3.92,27.3,63.0
Zone_4,2025-01-17 19:00:00,4.49,23.0,63.8
Zone_5,2025-01-17 19:00:00,3.69,28.3,83.1
Zone_6,2025-01-17 19:00:00,2.86,22.8,47.7
Zone_7,2025-01-17 19:00:00,4.3,31.2,44.5
Zone_8,2025-01-17 19:00:00,4.2,21.1,57.3
Zone_9,2025-01-17 19:00:00,4.48,21.8,72.4
Zone_10,2025-01-17 19:00:00,4.75,27.4,46.2
Zone_1,2025-01-17 20:00:00,4.33,33.2,59.7
Zone_2,2025-01-17 20:00:00,3.9,28.5,47.6
Zone_3,2025-01-17 20:00:00,4.06,30.9,81.1
Zone_4,2025-01-17 20:00:00,4.99,21.5,50.1
Zone_5,2025-01-17 20:00:00,4.22,28.1,38.5
Zone_6,2025-01-17 20:00:00,4.69,17.3,79.8
Zone_7,2025-01-17 20:00:00,2.73,19.4,63.8
Zone_8,2025-01-17 20:00:00,3.77,23.2,75.4
Zone_9,2025-01-17 20:00:00,4.02,30.0,68.2
Zone_10,2025-01-17 20:00:00,4.02,18.4,48.6
Zone_1,2025-01-17 21:00:00,4.41,28.7,66.1
Zone_2,2025-01-17 21:00:00,4.27,24.6,57.3
Zone_3,2025-01-17 21:00:00,4.24,20.9,72.0
Zone_4,2025-01-17 21:00:00,2.84,23.4,59.9
Zone_5,2025-01-17 21:00:00,3.99,24.3,55.5
Zone_6,2025-01-17 21:00:00,4.5,33.8,53.4
Zone_7,2025-01-17 21:00:00,3.82,24.7,72.5
Zone_8,2025-01-17 21:00:00,4.44,24.2,49.2
Zone_9,2025-01-17 21:00:00,3.41,25.9,74.2
Zone_10,2025-01-17 21:00:00,4.55,24.1,80.4
Zone_1,2025-01-17 22:00:00,3.67,19.6,55.5
Zone_2,2025-01-17 22:00:00,3.71,27.9,76.9
Zone_3,2025-01-17 22:00:00,3.7,18.3,65.7
Zone_4,2025-01-17 22:00:00,3.08,24.2,62.6
Zone_5,2025-01-17 22:00:00,3.88,31.8,60.3
Zone_6,2025-01-17 22:00:00,4.23,27.1,64.5
Zone_7,2025-01-17 22:00:00,4.13,29.0,55.5
Zone_8,2025-01-17 22:00:00,4.16,20.7,68.5
Zone_9,2025-01-17 22:00:00,4.28,32.3,72.8
Zone_10,2025-01-17 22:00:00,3.58,22.8,48.3
Zone_1,2025-01-17 23:00:00,3.5,25.7,68.1
Zone_2,2025-01-17 23:00:00,4.48,35.0,58.0
Zone_3,2025-01-17 23:00:00,3.86,24.8,91.5
Zone_4,2025-01-17 23:00:00,3.77,31.3,52.5
Zone_5,2025-01-17 23:00:00,4.44,23.6,51.9
Zone_6,2025-01-17 23:00:00,4.24,26.5,42.5
Zone_7,2025-01-17 23:00:00,4.34,25.4,44.0
Zone_8,2025-01-17 23:00:00,4.58,29.2,59.8
Zone_9,2025-01-17 23:00:00,2.97,21.6,75.5
Zone_10,2025-01-17 23:00:00,4.13,29.5,54.1
Zone_1,2025-01-18 00:00:00,2.83,28.6,75.8
Zone_2,2025-01-18 00:00:00,2.68,21.5,77.8
Zone_3,2025-01-18 00:00:00,1.78,35.1,69.8
Zone_4,2025-01-18 00:00:00,2.77,18.6,52.5
Zone_5,2025-01-18 00:00:00,1.45,25.7,58.5
Zone_6,2025-01-18 00:00:00,1.75,18.2,50.2
Zone_7,2025-01-18 00:00:00,1.79,26.3,59.2
Zone_8,2025-01-18 00:00:00,1.61,21.9,64.6
Zone_9,2025-01-18 00:00:00,2.5,27.4,66.5
Zone_10,2025-01-18 00:00:00,2.38,26.4,58.4
Zone_1,2025-01-18 01:00:00,3.08,24.0,63.6
Zone_2,2025-01-18 01:00:00,2.08,29.7,59.3
Zone_3,2025-01-18 01:00:00,1.51,23.2,66.2
Zone_4,2025-01-18 01:00:00,2.17,21.8,74.7
Zone_5,2025-01-18 01:00:00,2.02,21.1,62.6
Zone_6,2025-01-18 01:00:00,1.76,26.9,66.2
Zone_7,2025-01-18 01:00:00,2.82,35.4,65.4
Zone_8,2025-01-18 01:00:00,1.77,23.7,80.2
Zone_9,2025-01-18 01:00:00,2.25,26.0,68.6
Zone_10,2025-01-18 01:00:00,2.09,26.2,74.9
Zone_1,2025-01-18 02:00:00,2.55,33.2,61.3
Zone_2,2025-01-18 02:00:00,2.17,20.5,60.1
Zone_3,2025-01-18 02:00:00,1.96,22.7,86.1
Zone_4,2025-01-18 02:00:00,1.94,30.9,63.2
Zone_5,2025-01-18 02:00:00,2.24,23.5,41.5
Zone_6,2025-01-18 02:00:00,2.48,29.4,63.6
Zone_7,2025-01-18 02:00:00,1.12,19.2,52.4
Zone_8,2025-01-18 02:00:00,1.47,30.1,69.5
Zone_9,2025-01-18 02:00:00,1.78,25.1,59.4
Zone_10,2025-01-18 02:00:00,2.08,29.9,43.8
Zone_1,2025-01-18 03:00:00,2.27,22.9,45.9
Zone_2,2025-01-18 03:00:00,2.23,16.8,53.9
Zone_3,2025-01-18 03:00:00,1.66,24.1,62.4
Zone_4,2025-01-18 03:00:00,2.36,25.4,68.1
Zone_5,2025-01-18 03:00:00,1.7,22.1,61.0
Zone_6,2025-01-18 03:00:00,1.26,32.0,48.2
Zone_7,2025-01-18 03:00:00,0.93,22.4,59.6
Zone_8,2025-01-18 03:00:00,1.83,22.3,74.4
Zone_9,2025-01-18 03:00:00,0.96,18.9,65.5
Zone_10,2025-01-18 03:00:00,2.11,25.4,64.7
Zone_1,2025-01-18 04:00:00,2.27,24.9,58.7
Zone_2,2025-01-18 04:00:00,2.58,32.5,63.6
Zone_3,2025-01-18 04:00:00,2.94,26.0,60.3
Zone_4,2025-01-18 04:00:00,2.32,19.1,43.0
Zone_5,2025-01-18 04:00:00,1.88,18.8,54.3
Zone_6,2025-01-18 04:00:00,1.71,21.7,80.9
Zone_7,2025-01-18 04:00:00,2.58,31.0,56.9
Zone_8,2025-01-18 04:00:00,2.43,25.5,89.4
Zone_9,2025-01-18 04:00:00,1.39,27.5,52.1
Zone_10,2025-01-18 04:00:00,2.69,31.6,71.2
Zone_1,2025-01-18 05:00:00,1.0,19.4,63.1
Zone_2,2025-01-18 05:00:00,1.18,16.8,73.2
Zone_3,2025-01-18 05:00:00,1.41,23.0,62.8
Zone_4,2025-01-18 05:00:00,2.08,17.8,77.5
Zone_5,2025-01-18 05:00:00,1.92,20.2,49.2
Zone_6,2025-01-18 05:00:00,1.27,24.7,52.8
Zone_7,2025-01-18 05:00:00,2.28,28.8,70.5
Zone_8,2025-01-18 05:00:00,2.02,20.7,45.0
Zone_9,2025-01-18 05:00:00,2.29,26.4,65.0
Zone_10,2025-01-18 05:00:00,2.15,25.9,46.3
Zone_1,2025-01-18 06:00:00,3.14,29.7,69.4
Zone_2,2025-01-18 06:00:00,0.91,24.9,66.8
Zone_3,2025-01-18 06:00:00,1.47,18.8,60.9
Zone_4,2025-01-18 06:00:00,1.81,20.4,54.3
Zone_5,2025-01-18 06:00:00,2.25,27.6,51.3
Zone_6,2025-01-18 06:00:00,2.03,30.7,75.8
Zone_7,2025-01-18 06:00:00,2.03,33.1,55.6
Zone_8,2025-01-18 06:00:00,3.18,30.1,34.4
Zone_9,2025-01-18 06:00:00,2.46,24.7,57.9
Zone_10,2025-01-18 06:00:00,2.43,24.6,59.1
Zone_1,2025-01-18 07:00:00,3.52,26.4,62.4
Zone_2,2025-01-18 07:00:00,2.62,23.4,58.0
Zone_3,2025-01-18 07:00:00,3.27,26.3,80.3
Zone_4,2025-01-18 07:00:00,2.21,20.2,67.0
Zone_5,2025-01-18 07:00:00,2.92,23.4,64.5
Zone_6,2025-01-18 07:00:00,4.05,19.6,50.5
Zone_7,2025-01-18 07:00:00,2.42,23.1,63.9
Zone_8,2025-01-18 07:00:00,3.23,10.3,62.6
Zone_9,2025-01-18 07:00:00,3.0,29.3,62.1
Zone_10,2025-01-18 07:00:00,2.85,28.6,37.9
Zone_1,2025-01-18 08:00:00,2.84,24.9,72.3
Zone_2,2025-01-18 08:00:00,4.12,25.5,65.3
Zone_3,2025-01-18 08:00:00,3.99,25.9,48.0
Zone_4,2025-01-18 08:00:00,3.03,19.8,40.1
Zone_5,2025-01-18 08:00:00,3.63,25.7,66.6
Zone_6,2025-01-18 08:00:00,2.93,24.1,48.2
Zone_7,2025-01-18 08:00:00,2.87,24.0,55.9
Zone_8,2025-01-18 08:00:00,2.81,32.3,61.0
Zone_9,2025-01-18 08:00:00,2.31,17.8,64.5
Zone_10,2025-01-18 08:00:00,3.29,25.4,57.3
Zone_1,2025-01-18 09:00:00,2.91,27.9,58.2
Zone_2,2025-01-18 09:00:00,3.06,22.5,55.7
Zone_3,2025-01-18 09:00:00,2.55,14.2,69.4
Zone_4,2025-01-18 09:00:00,2.28,21.5,56.5
Zone_5,2025-01-18 09:00:00,2.65,21.0,63.7
Zone_6,2025-01-18 09:00:00,3.32,29.0,55.2
Zone_7,2025-01-18 09:00:00,3.57,20.5,60.4
Zone_8,2025-01-18 09:00:00,2.27,26.9,70.5
Zone_9,2025-01-18 09:00:00,1.8,28.8,67.8
Zone_10,2025-01-18 09:00:00,3.33,13.8,45.0
Zone_1,2025-01-18 10:00:00,3.44,27.4,61.8
Zone_2,2025-01-18 10:00:00,3.43,25.6,58.3
Zone_3,2025-01-18 10:00:00,3.27,16.0,53.6
Zone_4,2025-01-18 10:00:00,3.0,21.5,57.9
Zone_5,2025-01-18 10:00:00,3.55,21.2,62.3
Zone_6,2025-01-18 10:00:00,3.17,23.8,60.3
Zone_7,2025-01-18 10:00:00,1.88,15.5,66.1
Zone_8,2025-01-18 10:00:00,4.06,16.7,66.1
Zone_9,2025-01-18 10:00:00,4.2,14.3,64.7
Zone_10,2025-01-18 10:00:00,3.77,22.0,63.6
Zone_1,2025-01-18 11:00:00,3.02,18.1,55.3
Zone_2,2025-01-18 11:00:00,3.27,18.1,63.5
Zone_3,2025-01-18 11:00:00,2.27,17.1,57.0
Zone_4,2025-01-18 11:00:00,3.24,25.5,64.6
Zone_5,2025-01-18 11:00:00,3.35,20.6,36.2
Zone_6,2025-01-18 11:00:00,2.61,21.2,42.0
Zone_7,2025-01-18 11:00:00,2.95,19.7,57.6
Zone_8,2025-01-18 11:00:00,2.59,25.8,64.4
Zone_9,2025-01-18 11:00:00,3.2,29.2,57.3
Zone_10,2025-01-18 11:00:00,3.09,26.3,65.3
Zone_1,2025-01-18 12:00:00,3.05,25.3,47.3
Zone_2,2025-01-18 12:00:00,3.43,21.3,69.3
Zone_3,2025-01-18 12:00:00,2.87,21.4,63.5
Zone_4,2025-01-18 12:00:00,3.27,22.3,34.9
Zone_5,2025-01-18 12:00:00,2.94,19.0,42.8
Zone_6,2025-01-18 12:00:00,2.87,28.7,54.0
Zone_7,2025-01-18 12:00:00,3.35,22.8,70.9
Zone_8,2025-01-18 12:00:00,3.62,13.5,54.8
Zone_9,2025-01-18 12:00:00,2.96,22.0,66.7
Zone_10,2025-01-18 12:00:00,2.36,21.9,61.4
Zone_1,2025-01-18 13:00:00,2.43,16.6,69.2
Zone_2,2025-01-18 13:00:00,2.32,24.6,41.0
Zone_3,2025-01-18 13:00:00,4.56,26.9,84.0
Zone_4,2025-01-18 13:00:00,2.75,32.5,71.1
Zone_5,2025-01-18 13:00:00,3.56,22.7,46.1
Zone_6,2025-01-18 13:00:00,3.23,20.9,62.3
Zone_7,2025-01-18 13:00:00,3.51,24.6,82.0
Zone_8,2025-01-18 13:00:00,3.77,28.7,56.6
Zone_9,2025-01-18 13:00:00,2.69,24.0,45.4
Zone_10,2025-01-18 13:00:00,2.88,24.2,65.1
Zone_1,2025-01-18 14:00:00,2.79,27.3,64.0
Zone_2,2025-01-18 14:00:00,2.74,21.7,48.9
Zone_3,2025-01-18 14:00:00,3.31,27.0,56.8
Zone_4,2025-01-18 14:00:00,3.03,26.7,60.6
Zone_5,2025-01-18 14:00:00,2.56,21.1,66.2
Zone_6,2025-01-18 14:00:00,2.79,30.2,79.7
Zone_7,2025-01-18 14:00:00,3.21,36.2,73.8
Zone_8,2025-01-18 14:00:00,3.23,32.9,53.2
Zone_9,2025-01-18 14:00:00,2.37,23.9,70.4
Zone_10,2025-01-18 14:00:00,2.48,31.1,55.8
Zone_1,2025-01-18 15:00:00,2.41,23.4,44.5
Zone_2,2025-01-18 15:00:00,2.84,25.3,61.6
Zone_3,2025-01-18 15:00:00,3.27,17.1,65.3
Zone_4,2025-01-18 15:00:00,2.95,25.5,70.7
Zone_5,2025-01-18 15:00:00,3.16,16.5,49.9
Zone_6,2025-01-18 15:00:00,1.36,26.4,55.0
Zone_7,2025-01-18 15:00:00,2.15,21.1,64.2
Zone_8,2025-01-18 15:00:00,3.94,27.6,53.4
Zone_9,2025-01-18 15:00:00,2.68,28.9,47.3
Zone_10,2025-01-18 15:00:00,2.24,27.4,50.0
Zone_1,2025-01-18 16:00:00,3.68,14.9,63.2
Zone_2,2025-01-18 16:00:00,3.43,17.1,54.4
Zone_3,2025-01-18 16:00:00,2.73,19.8,32.2
Zone_4,2025-01-18 16:00:00,2.46,24.6,65.3
Zone_5,2025-01-18 16:00:00,2.84,25.0,54.7
Zone_6,2025-01-18 16:00:00,2.83,27.2,59.9
Zone_7,2025-01-18 16:00:00,3.26,22.4,51.8
Zone_8,2025-01-18 16:00:00,2.69,21.0,71.3
Zone_9,2025-01-18 16:00:00,3.84,27.9,52.5
Zone_10,2025-01-18 16:00:00,3.65,28.6,76.8
Zone_1,2025-01-18 17:00:00,3.31,29.1,64.5
Zone_2,2025-01-18 17:00:00,3.21,24.8,46.7
Zone_3,2025-01-18 17:00:00,2.77,30.1,60.0
Zone_4,2025-01-18 17:00:00,3.52,26.7,41.6
Zone_5,2025-01-18 17:00:00,3.25,29.5,62.6
Zone_6,2025-01-18 17:00:00,2.37,24.6,52.1
Zone_7,2025-01-18 17:00:00,2.83,34.3,61.0
Zone_8,2025-01-18 17:00:00,3.29,20.4,56.6
Zone_9,2025-01-18 17:00:00,2.47,23.5,60.4
Zone_10,2025-01-18 17:00:00,2.95,26.3,60.5
Zone_1,2025-01-18 18:00:00,4.89,20.9,47.8
Zone_2,2025-01-18 18:00:00,3.43,14.0,69.6
Zone_3,2025-01-18 18:00:00,4.22,33.3,63.2
Zone_4,2025-01-18 18:00:00,2.39,33.5,56.9
Zone_5,2025-01-18 18:00:00,3.98,23.0,51.5
Zone_6,2025-01-18 18:00:00,4.69,25.3,66.8
Zone_7,2025-01-18 18:00:00,4.3,27.2,56.4
Zone_8,2025-01-18 18:00:00,3.5,23.7,62.6
Zone_9,2025-01-18 18:00:00,4.28,19.4,54.9
Zone_10,2025-01-18 18:00:00,3.68,40.1,49.3
Zone_1,2025-01-18 19:00:00,4.76,33.2,50.3
Zone_2,2025-01-18 19:00:00,5.28,22.7,57.2
Zone_3,2025-01-18 19:00:00,5.6,13.6,63.4
Zone_4,2025-01-18 19:00:00,3.73,24.2,55.2
Zone_5,2025-01-18 19:00:00,4.2,27.1,39.6
Zone_6,2025-01-18 19:00:00,3.47,20.4,54.3
Zone_7,2025-01-18 19:00:00,3.62,27.7,58.2
Zone_8,2025-01-18 19:00:00,3.24,15.5,50.7
Zone_9,2025-01-18 19:00:00,4.4,17.2,58.8
Zone_10,2025-01-18 19:00:00,4.08,20.9,68.7
Zone_1,2025-01-18 20:00:00,3.85,28.4,56.8
Zone_2,2025-01-18 20:00:00,3.33,24.5,36.5
Zone_3,2025-01-18 20:00:00,3.26,30.7,59.4
Zone_4,2025-01-18 20:00:00,3.41,22.2,54.3
Zone_5,2025-01-18 20:00:00,4.83,24.4,79.6
Zone_6,2025-01-18 20:00:00,3.22,37.5,82.5
Zone_7,2025-01-18 20:00:00,4.32,22.7,72.3
Zone_8,2025-01-18 20:00:00,5.35,21.5,61.6
Zone_9,2025-01-18 20:00:00,3.42,33.2,46.1
Zone_10,2025-01-18 20:00:00,5.22,19.4,36.4
Zone_1,2025-01-18 21:00:00,3.87,25.9,70.9
Zone_2,2025-01-18 21:00:00,4.65,19.7,67.4
Zone_3,2025-01-18 21:00:00,4.23,27.1,62.0
Zone_4,2025-01-18 21:00:00,4.41,24.2,67.8
Zone_5,2025-01-18 21:00:00,3.68,28.8,59.7
Zone_6,2025-01-18 21:00:00,4.4,33.5,67.5
Zone_7,2025-01-18 21:00:00,3.08,28.9,64.8
Zone_8,2025-01-18 21:00:00,4.03,7.2,55.4
Zone_9,2025-01-18 21:00:00,3.98,24.9,27.6
Zone_10,2025-01-18 21:00:00,3.57,26.6,70.2
Zone_1,2025-01-18 22:00:00,4.1,18.4,71.7
Zone_2,2025-01-18 22:00:00,4.01,26.1,58.3
Zone_3,2025-01-18 22:00:00,3.98,21.1,61.1
Zone_4,2025-01-18 22:00:00,3.52,19.5,60.9
Zone_5,2025-01-18 22:00:00,4.24,22.6,48.3
Zone_6,2025-01-18 22:00:00,3.42,23.9,62.0
Zone_7,2025-01-18 22:00:00,4.36,21.9,67.4
Zone_8,2025-01-18 22:00:00,4.87,33.5,53.8
Zone_9,2025-01-18 22:00:00,4.73,20.4,54.8
Zone_10,2025-01-18 22:00:00,3.79,25.9,48.4
Zone_1,2025-01-18 23:00:00,4.15,34.4,64.8
Zone_2,2025-01-18 23:00:00,3.87,25.1,48.4
Zone_3,2025-01-18 23:00:00,3.37,21.7,54.2
Zone_4,2025-01-18 23:00:00,2.5,21.0,64.6
Zone_5,2025-01-18 23:00:00,4.28,18.1,59.5
Zone_6,2025-01-18 23:00:00,4.22,21.5,46.6
Zone_7,2025-01-18 23:00:00,4.49,21.2,57.0
Zone_8,2025-01-18 23:00:00,3.84,26.8,55.7
Zone_9,2025-01-18 23:00:00,4.44,22.0,48.8
Zone_10,2025-01-18 23:00:00,4.72,18.3,57.0
Zone_1,2025-01-19 00:00:00,3.03,23.6,38.9
Zone_2,2025-01-19 00:00:00,1.74,22.7,57.8
Zone_3,2025-01-19 00:00:00,2.15,22.8,55.3
Zone_4,2025-01-19 00:00:00,1.05,24.3,66.6
Zone_5,2025-01-19 00:00:00,1.88,30.1,52.1
Zone_6,2025-01-19 00:00:00,2.66,30.9,59.5
Zone_7,2025-01-19 00:00:00,1.91,26.2,70.2
Zone_8,2025-01-19 00:00:00,2.01,16.9,55.6
Zone_9,2025-01-19 00:00:00,1.14,31.7,57.0
Zone_10,2025-01-19 00:00:00,3.14,28.1,44.3
Zone_1,2025-01-19 01:00:00,1.83,19.9,50.7
Zone_2,2025-01-19 01:00:00,1.96,19.5,63.4
Zone_3,2025-01-19 01:00:00,1.92,33.5,78.3
Zone_4,2025-01-19 01:00:00,1.63,28.0,51.3
Zone_5,2025-01-19 01:00:00,1.84,20.1,56.0
Zone_6,2025-01-19 01:00:00,2.5,18.8,37.8
Zone_7,2025-01-19 01:00:00,1.89,34.0,66.5
Zone_8,2025-01-19 01:00:00,2.38,26.0,45.7
Zone_9,2025-01-19 01:00:00,2.87,28.9,49.0
Zone_10,2025-01-19 01:00:00,2.13,28.7,35.6
Zone_1,2025-01-19 02:00:00,2.11,30.0,51.2
Zone_2,2025-01-19 02:00:00,1.75,28.9,67.5
Zone_3,2025-01-19 02:00:00,1.46,25.5,36.0
Zone_4,2025-01-19 02:00:00,0.82,18.6,66.6
Zone_5,2025-01-19 02:00:00,2.71,21.1,58.9
Zone_6,2025-01-19 02:00:00,2.76,34.9,50.9
Zone_7,2025-01-19 02:00:00,1.9,17.3,52.0
Zone_8,2025-01-19 02:00:00,1.77,24.2,62.7
